num	name	element	str3	utc	tc	journal
110292	Ho(Ir,Rh)4B4	Tm1Ir3.6Rh0.4B4	RT4B4	K	1.48	Solid State Commun., 32(1979)937
112792	Ti64(Nb,Ta)36	Ti0.64Nb0.24Ta0.12		K	8.32	J.APPL.PHYS.,40(1969)4457
5418	(Tl,Hg)2Ba2Ca2Cu3O10	Tl1.6Hg0.4Ba2Ca2Cu3O10-z	Tl2223	K	127.0	Physica C.,234(1994) 24-28
151674	(Ba,K)Fe2As2	Ba0.55K0.45Fe2As2	ThCr2Si2	K	29.75	Physica B, 404(2009)3223
40347	MgC(Ni,Ru)3	Mg1C1Ni2.8Ru0.2	ABO3	K	3.47	Solid State Commun., 132(2004)379
4950	Dy(Ba,Sr)2Cu3O7	Dy1Ba1.5Sr0.5Cu3O6.9	Y123	K	86.3	Physica C, 225(1994)51-58
154265	Li2Pt3(B,Al)	Li2Pt3B0.99Al0.01		K	2.86	Physica C, 494(2013)95
5312	YBaCu3O7Hx	Y1Ba2Cu3H1.4O6.98	Y123	K	92.0	Jpn.J.Appl.Phys.Lett.,33(1994)L507-509
157927	Cd2Re2O7	Cd2Re2O7	pyrochlore	K	0.99	Physica C, 549(2018)11
101449	Hg3Zr1	Hg3Zr1	AuCu3	K	3.28	J.PHYS.CHEM.SOLIDS,31(1970)2653
40313	Sr0.2(NH3)yMoSe2	Sr0.2Mo1Se2	2H-MoS2	K	5.0	J.Solid State Chem., 9(1974)323
4598	(Lu,Pr)Ba2Cu3O7	Lu0.9Pr0.1Ba2Cu3O7-z	Y123	K	86.0	Physica C, 219(1994)184-190
110242		Er1Rh1.1Sn3.6		K	1.36	Springer-Verlag, 1982,
3344	GdBa2(Cu,Ni)3O7	Gd1Ba2Cu2.8Ni0.2O7-Z	Y123	K	55.1	PHYS.REV.B,46(1992)448
151939	La(O,F)NiAs	La1Ni1As1F0.12O0.88	oxypnictide	K	3.59	Phys.Rev.B, 81(2010)140509
6325	(Hg,Tl)Ba2CuOz	Hg0.7Tl0.3Ba2Cu1Oz	Hg1201	K	40.7	Physica.C,262(1996)1-6
113162	Ta1-xTix	Ta0.685Ti0.315		K	8.28	J.APPL.PHYS.,37(1966)4750
12287	Bi2(Sr,La)2CuO6	Bi1.93Sr1.85La0.23Cu0.99O6+z	Bi2201	K	15.0	Phys.Rev.B, 72(2005)014504
34190	(Ru,Cu)Sr2YCu2Oz	Ru0.8Sr2Y1Cu2.2O8.1	Ru1212	K	65.0	Physica C, 398(2003)85
102201	Ru0.4W0.6	Ru0.4W0.6		K	5.0	J.APPL.PHYS.,45(1974)447
152810	(Y,Ce)Ni2B2C	Y0.95Ce0.05Ni2B2C1	LuNi2B2C	K	13.8	Phys.Rev.B, 83(1995)7428
6400		Y1Ba1.5La0.5Cu3Oz	Y123	K	42.6	PHYSICA C,174(1991)383
8466		Bi2Sr2Ca1Cu2O8.26	Bi2212	K	91.0	Physica.C,307(1998)265-270
157235	(Zr,V)B2	Zr0.96V0.04B2	AlB2	K	8.33	Phys.Rev.B, 95(2017)094505
8938	(La,Sr)2CuO4	La1.91Sr0.09Cu1O4	T	K	27.9	Phys.Rev.Lett.,72(1994)2263
7357	(Er,Ca)(Ba,Sr)2(Cu,Co)3O7	Er0.64Ca0.36Ba1.4Sr0.6Cu2.76Co0.24O6.8	Y123	K	48.0	J.Superconductivity,Vol,10(1997)59
157976	Ce1-xNdxO0.5F0.5BiS2	Ce1F0.5Bi1S2O0.5	CeOBiS2	K	0.0	Sci,Rep., 5(2015)14968
100045	Ag1Mo4S5	Ag1Mo4S5		K	7.7	MAT.RES.BULL.,10(1975)297
102099	Pd0.1Zr0.9	Pd0.1Zr0.9		K	7.5	Phys.Rev., 100(1955)626
32300	Bi2(Sr,La)2CuOz	Bi2Sr1.75La0.25Cu1OZ	Bi2201	K	27.0	Phys.Rev.Lett.,82(1999)410-413
33738	(Ba,K)BiO3	Ba0.35K0.65Bi1O3	BKBO	K	1.88	J.Crystal Growth, 211(2000)471-475
40447	La3(Ca,Cd)Ba3Cu7Oz	La3Ca0.3Cd0.7Ba3Cu7O16.303	3137	K	36.0	Physica C, 434(2006)141
158598	UBe13	Be13U1	NaZn13	K	0.88	Phys.Rev.Lett., 122(2019)067001
40142	B-doped diamond	C1	diamond	K	2.62	Physica C, 432(2005)65
34639	GaSr2(Y,Ca)Cu2O7	Ga1Sr2Y0.7Ca0.3Cu2O7	Ga1212	K	25.0	PHYSICA C,191(1992)174
8107	Ga(Sr,Ca)2(Yb,Ca)Cu2O7	Ga1Sr1.8Ca0.2Yb0.75Ca0.45Cu2Oz	Ga1212	K	52.0	Physica.C,300(1998)281-286
140002	Ag1-xAlx	Ag0.65Al0.35		K	0.1	PHYS.REV.B,1(1970)3002
103273	Nb0.18Re0.82	Nb0.18Re0.82		K	9.7	PRENUM PRESS 1973
109902	LixZrNBr	Li1Zr1N1Br1		K	14.1	Physica C, 341(2000)699
2418	YBa2(Cu,Co)3O7	Y1Ba2Cu2.675Co0.325OZ	Y123	K	7.0	PHYS.LETT.A,132(1988)217
152759	Ca(Fe,Co)2As2	Ca1Fe1.94Co0.06As2	ThCr2Si2	K	15.5	Phys.Rev.B, 83(2011)094523
10204	(La,Sr)2(Cu,Zn)O4	La1.78Sr0.22Cu0.98Zn0.02O4		K	9.6	Phys.Rev.B, 49(1994)1600
4667	(La,Sr)2CuO4	La1.85Sr0.15Cu1O4	T	K	37.0	Physica C, 227(1994)160-168
33208	(La,Sr)2CuO4	La1.85Sr0.15Cu1O4+z	T	K	37.4	Phys.Rev.B, 65(2001)24523
157465	LaNiC2	La1Ni1C2	CeNiC2	K	2.8	J.Phys.Soc.Jpn, 86(2017)104704
2289	(Ba,K)BiO3	Ba0.6K0.4Bi1O3		K	28.0	PHYSICA C,156(1988)27
19257	Y(Ba,Sr)2Cu3Oz	Y1Ba1.5Sr0.5Cu3O6.96	Y123	K	89.0	Phys.Rev.B,58(1998)15208
10128	Bi2Sr2Ca(Cu,Fe)2O8	Bi2Sr2Ca1Cu1.91Fe0.09O8+d	Bi2212	K	69.5	Phys.Rev.B, 49(1994)9898
13024	HgBa2CuO4+z	Hg1Ba2Cu1O4.06	Hg1201	K	71.0	Phys.Rev.B,55(1997)3966
8632	(Ho,Pr)Ba2Cu3Oz	Ho0.95Pr0.05Ba2Cu3O7-Z	Y123	K	60.5	Physica C,320(1999)173-182
155193	Eu(Fe,Ir)2As2	Eu1Fe1.72Ir0.28As2	ThCr2Si2	K	21.5	Phys.Rev.B, 91(2015)094427
131138	Nb3Os	Nb3Os1	Cr3Si(A15)	K	0.94	Solid State Commun., 7(1969)381
7829	(Y,Pr)Ba2Cu3Oz	Y0.8Pr0.2Ba2Cu3O7.1	Y123	K	57.6	Japanese J.Appl.Phys.Lett.36(1997)1374-1375
33906	(La,Sr)2(Cu,Fe)O4	La1.85Sr0.15Cu0.99Fe0.01O4	T	K	33.0	J.Phys.:Condens.Matter, 14(2002)9659
152555	(La,Sr)2(Cu,Ni)O4	La1.85Sr0.15Cu0.991Ni0.009O4	T	K	30.0	Phys.Rev.B, 72(2005)064502
155557	Sr0.38HfNCl	Sr0.33Hf1N1Cl1	SmSI	K	20.3	Supercond.Sci.Technol., 26(2013)085015
157245	CaKFe4As4	Ca1K1Fe4As4	CaRb1144	K	35.8	Phys.Rev.B, 95(2017)100502
30400	RuSr2GdCu2O8	Ru1Sr2Gd1Cu2O8	Ru1212	K	36.0	Phys.Rev.B,60(1999)14605
154906	(Sn,Pb)1-xInxTe	Sn0.7598Pb0.1902In0.05Te1		K	2.77	Phys.Solid State, 43(2001)1845
9809	Y(Ba,Na)2Cu3O7	Y1Ba1.95Na0.05Cu3Oz	Y123	K	91.4	J.Supercond., 13(2000)653
2215	Bi2Sr2(Nd,Ce)Cu2O8	Bi2Sr2Nd1.64Ce0.36Cu2O10.23		K	14.0	Physica.C,168(1990)79-84
113285	La3Rh2Ge2	La3Rh2Ge2		K	3.5	Phys.Rev.B, 64(2001)224420
131540	La3Co4Sn13	La3Co4Ge13	Yb3Rh4Sn13	K	2.8	Academic Press(2000)p229
1722	YBa2Cu3O7	Y1Ba2Cu3O6.7	Y123	K	60.0	SOLID STATE COMMUN.,74(1990)951
9233	YBaSrCu3Oz	Y1Ba1Sr1Cu3O6.88	Y123	K	75.6	Phys.Rev.B,58(1998)15208
1525	Tl2Ba2Ca2Cu3O10	Tl2Ba2Ca2Cu3O10	Tl2223	K	115.0	PHYS.REV.B,40(1989)11400
8737	YBa2Cu3O7	Y1Ba2Cu3OZ		K	90.2	Physica C,315(1999)59-65
154792	Nd(O,F)BiS2	Nd1Bi1S2F0.3O0.7		K	5.25	J.Phys.Soc.Jpn, 82(2013)113701
9688	Sr2Y(Ru,Cu)O6	Sr2Y1Ru0.5Cu0.5O6	2116	K	45.0	Euro.Phys.J. B, 15(2000)649
101020	Co0.85Ni0.15Zr2	Co0.85Ni0.15Zr2	CuAl2	K	6.0	J.PHYS.SOC.JAPAN,29(1970)879
151507	Sr(Fe,Ir)2As2	Sr1Fe1.57Ir0.43As2	ThCr2Si2	K	24.2	Phys.Rev.B, 80(2009)024506
131059	(Au,Pd)Ga2	Au0.85Pd0.15Ga2	CaF2	K	1.79	J.Less-Common Metals, 62(1978)197
19254	YBa2Cu3Oz	Y1Ba2Cu3O6.94	Y123	K	90.5	Phys.Rev.B,58(1998)15208
130005	AgMo6S8	Ag1Mo6S8	Chevrel	K	7.7	J.Low Temp.Phys., 48(1982)503
6534	(Er,Hg)Ba2Cu3Oz	Er0.9Hf0.1Ba2Cu3O6.862	Y123	K	82.9	Physica.C,261(1996)90-96
3074	Bi2Sr2CaCu2O8	Bi2Sr2Ca1Cu2O8	Bi2212	K	60.0	SOLID STATE COMMUN,73(1990)501
34170	Gd(Ba,Pr)2Cu3Oz	Gd1Ba1.75Pr0.25Cu3O7.06	Y123	K	39.2	Phys.Rev.B, 68(2003)104516
9212	YBa2Cu3O7	Y1Ba2Cu3O6.98	Y123	K	92.0	Phys.Rev.B,58(1998)15208
152384	(Mg,Fe)B2	Mg0.95Fe0.05B2	AlB2	K	29.5	Physica C, 470(2010)1092
100159	Al0.5Nb3Sn0.5	Al0.5Nb3Sn0.5		K	15.8	J.APPL.PHYS.,40(1969)2000
50095	ZrxNiy	Ni27Zr73	AMOR	K	3.1	Phys.Rev.B, 28(1983)1396
106229	Tm(Ni,Co)2B2C	Tm1Ni1.98Co0.04B2C1	LuNi2B2C	K	9.2	Phys.Rev.B,55(1997)8497
18811	(La,Sr)2CuO4	La1.86Sr0.14Cu1O4	T	K	37.0	Phys.Rev.B,58(1998)5831
106003	(Y,Ca)C2	Y0.7Ca0.3C2	CaC2	K	2.4	Phys.Rev.B, 56(1997)9021
12647	NdBa2(Cu,Fe)3O7	Nd1Ba2Cu2.775Fe0.225O7-y	Y123	K	46.0	Phys.Rev.B,53(1996)5856
157648	LixCsSr2Nb3O10	Li0.5Cs1Sr2Nb3O10		K	5.0	Physica C, 388-389(2003)445
131040	GeTe	Ge0.937Te1		K	0.311	Phys.Rev.Lett., 12(1964)320
111537	(Mg,Zn)CNi3	Mg0.85Zn0.15C1Ni3		K	4.12	Physica C, 400(2003)160-164
155335	(Ca,Sm)FeAs2	Ca0.85Sm0.15Fe1As2	Fe-112	K	17.6	Appl.Phys.Exp., 7(2014)073102
12076	(La,Sr)2(Cu,Co)O4	La1.83Sr0.17Cu0.98Co0.02O4	T	K	16.0	Supercond.Sci.Technol., 18(2005)277
1731	GdBa2(Cu,Ni)3O7	Gd1Ba2Cu2.775Ni0.225OZ	Y123	K	65.0	PHYS.REV.B,42(1990)2554
8905	(Ca,La)(Ba,La)2Cu3O7	Ca0.3La0.7Ba1.45La0.55Cu3O7.16	Y123	K	76.0	Physica C,321(1999)199-206
18893	Tl2Ba2CUO6	Tl2Ba2Cu1O6+Z	Tl2201	K	90.0	Phys.Rev.B,58(1998)5226
153797	La(O,F)BiS2	La1Bi1S2F0.5O0.5		K	2.7	J.Phys.Soc.Jpn, 81(2012)114725
356	(Er,Yb)Ba2Cu3O7	Er0.37Yb0.63Ba2Cu3O7-Z	Y123	K	87.8	JJAP.LETT.,26(1987)L2091
109251	Nb80(Ga,Mn)20	Nb80Ga19Mn1	Cr3Si(A15)	K	11.2	Physica Stat.Solidi A,57(1980)337
131087	ScAlAu2	Al1Sc1Au2	CsCl	K	4.4	J.Less-Common Met., 46(1976)339
3760	(Y,Pr)Ba2Cu3O7	Y1Ba2Cu3O7	Y123	K	95.5	Solid State Commun.,69(1989)379-384
131323	VN	V1N1		K	9.25	Phys.Rev.B, 29(1984)6198
2655	(La,Sr)2(Cu,Co)O4	La1.85Sr0.15Cu0.992Co0.008O4	T	K	23.1	PHYS.RE.V,42(1990)8752
111438	MgB2	B2Mg1	AlB2	K	37.3	Physica C, 391(2003)217
158421	TaIrTe4	Ta1Ir1Te4		K	0.54	Phys.Rev.B, 99(2019)020503
101557	Ir0.9Pt0.1	Ir0.9Pt0.1		K	0.066	PHYS.REV.,165(1968)533 545
109202	Nb0.8(Ga,Ni)0.2	Nb0.8Ga0.18Ni0.02	Cr3Si(A15)	K	12.4	Physica Stat.Solidi A,63(1981)693
353	(Er,Yb)Ba2Cu3O7	Er0.75Yb0.25Ba2Cu3O7-Z	Y123	K	87.6	JJAP.LETT.,26(1987)L2091
111767	Ca(Al,Ga)Si	Ca1Al0.1Ga0.9Si1	AlB2	K	3.34	Physica C, 406(2004)15
10044	Bi2Sr2(Ca,Gd)Cu2O8	Bi2.1Sr1.93Ca0.82Gd0.15Cu2O8+z	Bi2212	K	60.9	Phys.Rev.B,50 (1994) 6929
3704	CaLaBaCu3O7	Ca1La1Ba1Cu3O7	Y123	K	80.0	PHYSICA C,198(1992)231
131056	AuGa2	Au0.293Ga0.707		K	1.63	J.Less-Common Metals, 62(1978)197
3107	La(Ca,Ba)2(Cu,Zn)3O7	La1Ca1Ba1Cu2.8Zn0.2O7-Z	Y123	K	30.0	PHYSICA C,180(1991)324
1010	EuBa2Cu3O7	Eu1Ba2Cu3O7-Z	Y123	K	90.0	PHYS.REV.B,38(1988)9220
7959	HgBa2Ca2Cu3(O,Fe)	Hg1Ba2Ca2Cu3Fe0.8Oz	Hg1223	K	128.4	Physica C,253(1995)254-258
156391	(Bi,Co)4O4S3	Bi3.85Co0.15S3O4		K	3.955	Physica C, 528(2016)23
34731	(Ca,Na)2CuO2Cl2	Ca1.9Na0.1Cu1Cl2O2	T	K	13.0	Physica C, 419(2005)32
24013	HgBa2(Ca,Sr)2Cu3O8	Hg1Ba2Ca1.72Sr0.28Cu3O8+d	Hg1223	K	126.0	Phys.Reve,B57(1998)1259
108138	LaNiC2	La1Ni1C2	CeNiC2	K	2.7	Phys.Rev.B,58(1998)497-502
101950	Nb0.35Ti0.6Zr0.05	Nb0.35Ti0.6Zr0.05		K	8.6	TRANS.MET.SOC.AIME,242(1968)1793
11058	YBa2Cu3O7-d	Y1Ba2Cu3O6.94	Y123	K	92.6	Phys.Rev.B,51(1995)16487
34405	(Pr,Ce)2CuO4	Pr1.863Ce0.137Cu1O4-z	T'	K	23.2	Phys.Rev.Lett., 91(2003)087001
100459	Ba0.14O3W1	Ba0.14O3W1		K	2.2	SOLID STATE COMMUN.,4(1966)25
40801	TaS2(aniline)0.75	Ta1S2M0.75	TX2	K	2.49	J.Phys.F, 5(1975)1713
155772	LaPt2-xGe2+x	La1Pt1.85Ge2.15	CaBe2Ge2	K	1.87	Phys.Rev.B, 91(2015)174516
2548	YBa2Cu3O7	Y1Ba2Cu3O7-Z	Y123	K	90.0	MEAS.SCI.TECHNOL.,1(1990)1347
111957	Nb3(Ga,Zn)	Nb3Ga0.5Zn0.5	Cr3Si(A15)	K	16.4	Z.PHYS.,215(1968)323
33671	(Nd,Ca,Pr)Ba2Cu3O7	Nd0.8Ca0.1Pr0.1Ba2Cu3O7-z	Y123	K	70.8	Phys.Rev.B, 66(2002)104519
418	NdBa2Cu3O7	Nd1Ba2Cu3O7-Z	Y123	K	67.0	JJAP.LETT.,26(1987)L1956
2081	YBa2Cu3O7	Y1Ba2Cu3O7-Z	Y123	K	86.5	PHYS.REV.B,40(1989)2694
1995	EuBa2Cu4O8	Eu1Ba2Cu4O8	Y124	K	68.9	Phys.Rev.B,39(1989)7347
112903	(Nb,Zr)3Sn	Nb2.34Zr0.66Sn1	Cr3Si(A15)	K	17.7	Z.PHYS.,189(1966)401
151828	NbS2	Nb1S2		K	5.4	Phys.Lett. A, 29(1969)571
1869	YBa2(Cu,Zn)3O7	Y1Ba2Cu2.94Zn0.06O6.97	Y123	K	67.6	PHYSICA C,170(1990)307
1031	YBa2(Cu,Al)3O7	Y1Ba2Cu2.76Al0.24O7-Z	Y123	K	72.1	PHYSICA  B+C,148(1987)342
113125	V1-xRux	Ru0.42V0.58		K	2.12	J.PHYS.F:METAL PHYS.,4(1974)1423
109220	Nb75(Ga,Al)25	Nb75Ga5Al20	Cr3Si(A15)	K	18.25	Physica Stat.Solidi A,64(1981)771
1639	ErBa2Cu3O7	Er1Ba2Cu3OZ	Y123	K	92.5	Physica B+C, 148(1987)453
33388	(La,Sr)2(Cu,Zn)O4	La1.8Sr0.2Cu0.9952Zn0.0048O4	T	K	28.6	Physica C, 357-360(2001)25
151406	(Fe,Ni)Zr2	Fe0.3Ni0.7Zr2	AMOR	K	2.02	Phys.Rev.B, 79(2009)184525
101817	Nb3Os1	Nb3Os1	Cr3Si(A15)	K	1.05	LOW TEMP.PHYS.,1(1969)539
1218		Tl2.5Pb1Nd1Sr2Cu2.5OX		K	41.26	JJAP.LETT.,28(1989)L200
152441	(La,Sr)2(Cu,Fe)O4	La1.77Sr0.23Cu0.94Fe0.06O4	T	K	30.5	Physica C, 470(2010)1920
34006	Y(Ba,La)2Cu3O7	Y1Ba2.88La0.12Cu3O7-z	Y123	K	93.3	Physica C, 391(2003)1
155052	SrFe2(As,P)2	Sr1Fe2As1.22P0.78	ThCr2Si2	K	24.9	J.Phys.Soc.Jpn, 83(2014)104702
102722	Sn1	Sn1		K	5.3	Z.PHYS.,195(1966)228
9842	(Sr,K)BiO3	Sr0.4K0.6Bi1O3	BKBO	K	11.55	Phys.Rev.B, 64(2001)064502
4671	(La,Sr)2(Cu,Ni)O4	La1.83Sr0.17Cu0.97Ni0.03O4	T	K	14.4	Physica C, 227(1994)160-168
8101	Bi2(Sr,Hg)2CaCu2O8	Bi2Sr1.7Hg0.3Ca1Cu2Oz	Bi2212	K	81.0	Physica.C,300(1998)217-224
103982		Ge3Rh5		K	2.12	PRENUM PRESS 1973
151570	Ba(Fe,Co)2As2	Ba1Fe1.924Co0.076As2	ThCr2Si2	K	6.85	Phys.Rev.B, 79(2009)220516
34310	SrTiO3	Sr1Ti1O3	ABO3	K	0.133	Eur.Phys.J.B, 33(2003)25
113155	Ti1-xRhx	Rh0.02Ti0.98		K	1.73	Z.PHYS.,222(1969)243
34548	RuSr2GdCu2O8	Ru1Sr2Gd1Cu2O8-z	Ru1212	K	16.0	J.Solid State Chem., 177(2004)1072
152505	(Y,Gd)Ni2B2C	Y0.86Gd0.14Ni2B2C1	LuNi2B2C	K	10.475	Phys.Rev.B, 82(2010)174513
33032	(Eu,Pr)(Ba,Sr)2Cu3Oz	Eu0.6Pr0.4Ba1.5Sr0.5Cu3O6.89	Y123	K	34.0	Physica C, 355(2001)23
156198	SrPtAs	Sr1Pt1As1	KZnAs	K	2.45	Phys.Rev.B, 87(2013)180503
1697	Bi2Sr2(Ca,Y)Cu2O8	Bi2Sr2Ca0.6Y0.4Cu2O8	Bi2212	K	62.7	SOLID STATE COMMUN.,74(1990)1321
111543	La3Pd5Si	La3Pd5Si1		K	1.4	Solid State Commun., 127(2003)279
131049	GeTe	Ge1Te1		K	0.25	Phys.Rev.Lett., 24(1970)53
7195	YBa2(Cu,Co)3O7	Y1Ba2Cu2.8Co0.2Oz		K	61.0	J.Appl.Phys.80(1996)898
150697	NdRh4B4	Nd1Rh4B4	RT4B4	K	5.36	Proc.Natl.Acad.Sci.USA, 74(1977)1334
111728	MgB2	B2Mg1	AlB2	K	39.2	Phys.Rev.Lett., 92(2004)217003
113055	Re1-xOsx	Os0.002Re0.998		K	1.71	PHYS.REV.LETT.,20(1968)198
104467		Cu1.3Mo6S8	Chevrel	K	10.3	Mat.Res.Bull., 13(1978)743
113311	Mg(B,C)2	Mg1B1.8C0.2	AlB2	K	34.16	Physica C, 407(2004)31
33295	(Hg,Tl)2Ba2(Y,Ca)Cu2O8	Hg1.4Tl0.6Ba2Y0.5Ca0.5Cu2O8-z	Hg2212	K	84.3	Physica C, 341(2000)677
140034	SnTe	Sn1Te1		K	0.1	PHYS.REV.,169(1968)388
155018	(Ca,Pr)Fe1.3As1.8O0.2	Ca0.9Pr0.1Fe1.3As1.8O0.2		K	20.0	J.Am.Chem.Soc., 136(2014)846
40736	NaxCoO2:(H2O)1.3	Na0.31Co1H2.6O3.3		K	3.7	J.Phys.Condens.Matter, 18(2006)L63
153065	ZrRuP	Zr1Ru1P1	Fe2P	K	10.3	Physica.C,292(1997)79-82
40440	La3CaBa3Cu7Oz	La3Ca1Ba3Cu7O16.678	3137	K	80.5	Physica C, 434(2006)141
1778	(La,Sr)2CuO4	La1.85Sr0.15Cu1O4	T	K	34.0	SOLID STATE COMMUN.,65(1988)873
100657	Bi0.35Pb0.65	Bi0.35Pb0.65		K	8.7	COMM.KAMERLINGH ONNES LAB.,19(1931)214B
30801	(Bi,Pb)2(Sr,Pb)2CaCu2Oz	Bi1.6Pb0.6Sr1.8Ca1Cu2OZ	Bi2212	K	65.0	Phys.Rev.B,61(2000)R9269-R9272
112654	(La,Pr)3Se4	La2.4Pr0.6Se4		K	1.49	PHYS.REV.B,11(1975)500
20171	Gd(Ba,Sr)2Cu3Oz	Gd1Ba1.5Sr0.5Cu3O6.72	Y123	K	32.0	Fizika tverdogo tela, 38(1996)827-838
6962	(Bi,In,Pb)Sr2(Gd,Ca)Cu2Oz	Bi0.175In0.325Pb0.5Sr2Gd0.6Ca0.4Cu2Oz	1212	K	57.5	Physica.C,265(1996)315-322
108134	Zr2Fe	Fe1Zr2	CuAl2	K	0.17	Physica C, 226(1994)385-390
3057	Bi2(Sr,Pb)2CuO6	Bi2Sr1.9Pb0.1Cu1O6+Z	Bi2201	K	8.0	PHYSICA C,176(1991)87
40878	Sr2CuO3+z	Sr2Cu1O3.4	T	K	95.0	Phys.Rev.B, 74(2006)100506R
10542	(Sr,Nd)CuO2	Sr0.875Nd0.125Cu1O2-d		K	20.0	Phys.Rev.B,50 (1994) 9503
151218	Ba(Fe,Co)2As2	Ba1Fe1.852Co0.148As2	ThCr2Si2	K	22.5	Phys.Rev.B, 78(2008)214515
120291	(La,Ce)Ru2	La0.46Ce0.54Ru2	MgCu2(Laves)	K	0.668	Solid State Commun., 24(1977)465
112505	LaPb3	La1Pb3		K	4.09	HELV.PHYS.ACTA,41(1968)723
131458	DyGa6	Dy1Ga6		K	5.9	SOLID STATE COMMUN.82(1992)111
777	(La,Sr)2CuO4	La1.8Sr0.2Cu1O4	T	K	18.9	PHYS.REV.B,39(1989)2312
33336	LixRbSr2Nb3O10	Li0.34Rb1Sr2Nb3O10		K	6.03	Physica C, 357(2001)393
1416	Y(Ba,Y)2Cu3O7	Y1.1Ba1.9Cu3O7-Z	Y123	K	91.0	PHYSICA C,156(1988)
100294	Au0.1C1.3Y0.9	Au0.1C1.3Y0.9	Pu2C3	K	10.1	J.LESS-COMMON METALS, 19(1969)113
7745	YBa2Cu3LixO7	Y1Ba2Cu3Li0.08O7-z	Y123	K	89.2	J.Superconductivity,10(1997)231
153908	2H-NbS2	Nb1S2	2H-NbSe2	K	6.0	Phys.Rev.B, 87(2013)134502
156666	(La,Y)Fe0.995Mn0.005AsO0.89F0.11	La0.995Y0.005Fe0.995Mn0.005As1F0.11O0.89	oxypnictide	K	2.89	Phys.Rev.B, 94(2016)054508
155526	LaNi0.65Bi2	La1Ni0.65Bi2	ZrCuSiAs	K	4.0	Phys.Rev.Lett., 106(2011)057002
156651	1T-TaSe2-xTex	Ta1Se0.6Te1.4	TX2	K	0.0	Phys.Rev.B, 94(2016)045131
9375	(La,Nd,Ba)2CuO4	La1.74Nd0.1Ba0.16Cu1O4	T	K	16.9	J.Phys.Soc. Jpn, 63(1994)2314-2223
33852	(Y,Sm)Ba2Cu3O7	Y0.8Sm0.2Ba2Cu3O7-z	Y123	K	80.0	Mater.Res.Bull., 36(2001)971
5921		Pb2Cu0.9La1.1Cu2O6.24	Pb3201	K	31.3	Physica C.,244(1995)263-270
111350	Pt	Pt1		K	0.0019	Europhys.Lett., 58(2002)885
151548	BsGaGe	Ba1Ga1Ge1	AlB2	K	2.4	Phys.Rev.B, 80(2009)064514
150295	TiS2	S2Ti1	CdI2	K	45.0	Science, 175(1972)884
9281	(La,Ba)2CuO4	La1.89Ba0.11Cu1O4	T	K	11.9	Phys.Rev.B, 56(1997)6288-6294
153336	Ba(Fe,Ir)2As2	Ba1Fe1.7Ir0.3As2	ThCr2Si2	K	27.0	Appl.Phys.Lett., 96(2010)012507
155719	LsFe(As1-xPx)O	La1Fe1As0.6P0.4O1	oxypnictide	K	4.8	J.Phys.Soc.Jpn, 83(2014)083702
101672	Mg1Zn1	Mg1Zn1		K	0.92	PHYSICA SCRIPTA,9(1974)353
34517	NaxWO3	Na0.23W1O3	ABO3	K	2.16	J.Less-Common.Met., 62(1978)149
109498	Rb3C60	C60Rb3	fullerene	K	30.0	Physica C, 228(1994)175-180
156150	(Ba,Na)Fe2As2	Ba0.6Na0.4Fe2As2	ThCr2Si2	K	34.0	Phys.Rev.B, 93(2016)014514
112849	V1-xNbx	Nb0.9V0.1		K	6.95	PHYS.STAT.SOL.,40(1970)657
111092	Ga	Ga1		K	8.2	Phys.Rev.B, 34(1986)4920
103120	Pd0.285Zr0.61O0.105	Pd0.285Zr0.61O0.105		K	2.09	PRENUM PRESS 1973
7651	(Nd,Pr)2Ba4Cu7O14	Nd1.8Pr0.2Ba4Cu7O14.587	Y247	K	56.0	J.Solid State Chem.132(1997)73-77
150703	Sm(O,F)FeAs	Sm1Fe1As1F0.12O0.88	oxypnictide	K	17.3	cond-mat/0804.2105(Phys.Rev.Lett., 101(2008)087001
40073	RuSr2GdCu2O8	Ru1Sr2Gd1Cu2O8	Ru1212	K	47.5	Phys.Rev.B, 72(2005)174508
10154	YBa2(Cu,Zn)3O7	Y1Ba2Cu2.979Zn0.021O7-d	Y123	K	84.0	Phys.Rev.B, 49(1994)10043
1721	(La,Sr)2CuO4	La1.85Sr0.15Cu1O4	T	K	36.4	SOLID STATE COMMUN.,74(1990)951
110277	(Au,Ga)	Au0.328Ga0.672		K	1.668	J.Less-Common Metals, 62(1978)197
152559	Nb	Nb1	W	K	7.95	Phys.Rev.B, 72(2005)064503
40035	(La,Sr)2CuO4	La1.8Sr0.2Cu1O4	T	K	29.0	Phys.Rev.B, 72(2005)064521
100597	Bi0.5Cd0.125Pb0.25Sn	Bi0.5Cd0.125Pb0.25Sn0.125		K	8.2	ROY.SOC.CANADA TRANS.,24(1930)25
156162	PbTaSe2	Pb1Ta1Se2		K	3.9	Phys.Rev.B, 93(2016)060506
2941	TlSr2(Sr,Lu)Cu2O7	Tl2Sr2Sr0.5Lu0.5Cu2O7-Z	Tl1212	K	81.5	PHYSICA C,177(1991)183
111544	Zr-Ti-Cu-Ni-Be	Zr46.75Ti8.25Cu7.5Ni10Be27.5		K	1.84	J. Phys.: Condens. Matter, 15(2003)4809
156966	Sr0.065Bi2Se3	Sr0.065Bi2Se3		K	3.0	Phys.Rev.B, 93(2016)144514
101099	Cr0.1V0.9	Cr0.1V0.9		K	3.21	PHYS.REV.,178(1969)702
